Drug_Name_CDSCO,Drug_Name_FDA,Indication_CDSCO,Indication_FDA,CDSCO_Approval_Date,FDA_Marketing_Approval_Date,Match_Score,FDA_Generic_Name,FDA_Trade_Name,FDA_Sponsor_Company,FDA_Sponsor_State,FDA_Sponsor_Country
daclizumab,Daclizumab,"By hospital, nursing homes, institution only. For prophylaxis in acute organ rejection in patients receiving transplants.","Prophylaxis of acute organ rejection in patients receiving renal transplants, to be used as a part of an immunosuppressive regimen that includes cyclosporine and corticosteroids.",01/08/2006,12/10/1997,100,Daclizumab,Zenapax,"Hoffmann-La Roche, Inc.",New Jersey,United States
cladribine,Cladribine,Anti cancer.,,07/07/2011,02/26/1993,100,Cladribine,Leustatin Injection,R. W. Johnson Pharmaceutical Research Institute,New Jersey,United States
teriparatide,Teriparatide,For osteoporosis.,,03/26/2008,12/23/1987,100,Teriparatide,Parathar,"Rhone-Poulenc Rorer Pharmaceuticals, Inc.",Pennsylvania,United States
trametinib,trametinib,"As a monotherapy and in combination with Dabrafenib for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E mutation as detected by an appropriate test.","Treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations as detected by an FDA approved test.",01/18/2017,05/29/2013,100,trametinib,MEKINIST,Novartis Pharmaceuticals Corp.,New Jersey,United States
mefloquine hydrochloride,mefloquine HCL,Used in severe malaria including cerebral malaria and as a second line chloroquine resistant malaria cases only.,Treatment of acute malaria due to Plasmodium falciparum and Plasmodium vivax,03/03/1997,05/02/1989,100,mefloquine HCL,Lariam,"Hoffmann-La Roche, Inc.",New Jersey,United States
basiliximab,Basiliximab,"For the prophylaxis of acute organ rejection in de-novo transplantation and is to be used concomitantly with cyclosporin for microemulsion and corticosteroid immunosuppression.","Prophylaxis of acute organ rejection in patients receiving renal transplantation when used as part of an immunosuppressive regimen that includes cyclosporine and corticosteroids.",05/28/1999,05/12/1998,100,Basiliximab,Simulect,Novartis Pharmaceuticals Corporation,New Jersey,United States
riluzole,Riluzole,In the treatment of patients with amyotrophic lateral sclerosis (motor neurone disease).,Treatment of patients with amyotrophic lateral sclerosis. Riluzole extends survival and/or time to tracheostomy.,10/17/1997,12/12/1995,100,Riluzole,Rilutek,"Rhone-Poulenc Rorer Pharmaceuticals, Inc.",Pennsylvania,United States
pasireotide,pasireotide,"""For the treatment of adult patients with Cushing’s Disease for whom Pituitary surgery is not an option or has not been curative"".",Treatment of adult patients with Cushing's disease for whom pituitary surgery is not an option or has not been curative,03/18/2015,12/14/2012,100,pasireotide,Signifor,Novartis Pharmaceuticals Corporation,New Jersey,United States
dabrafenib,dabrafenib,"As a single agent for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E mutation as detected by an appropriate test. In combination with Trametinib for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E mutation as detected by an appropriate test.","Treatment of patients with unresectable or metastatic melanoma with BRAF V600E mutation as detected by an FDA approved test.",01/18/2017,05/29/2013,100,dabrafenib,TAFINLAR,Novartis Pharmaceuticals Corp.,New Jersey,United States
amifostine,Amifostine,"Indicated as a chemoprotective agent against the serious toxicities associated with intensive regimens of platinum and alkylating agent chemotherapy (on reconstitution each ml will contain 50mg amifostine).","To reduce the cumulative renal toxicity associated with repeated administration of cisplatin in patients with advanced ovarian cancer.",03/21/1996,12/08/1995,100,Amifostine,Ethyol,"Medimmune Oncology, Inc.",Pennsylvania,United States
megestrol acetate,Megestrol acetate,"For the treatment of anorexia, cachexia, or an unexplained, significant weight loss in patients with a diagnosis of cancer or acquired immunodeficiency syndrome (AIDS).","Treatment of anorexia, cachexia, or an unexplained significant weight loss in patients with a diagnosis of acquired immune deficiency syndrome.",05/12/2012,09/10/1993,100,Megestrol acetate,Megace,Bristol-Myers Squibb Pharmaceutical Research Institute,Indiana,United States
pilocarpine hydrochloride,Pilocarpine,For treatment of radiation induced xerostomia in patients undergoing radiotherapy of head & neck cancer and in patients with Sjogren's syndrome.,Treatment of symptoms of xerostomia from salivary gland hypofunction caused by radiotherapy for cancer of the head and neck.,03/13/2003,03/22/1994,100,Pilocarpine,Salagen,"MGI Pharma, Inc.",Minnesota,United States
decitabine,decitabine,"For treatment of patients with myelodysplastic syndromes (MDS) including previously treated and untreated, de novo and secondary MDS of all French-American-British subtypes.","For treatment of patients with myelodysplastic syndromes (MDS) including previously treated and untreated, de novo and secondary MDS of all French-American-British subtypes and intermediate-1, intermediate-2, and high-risk International Prognostic Scoring System groups.",04/28/2009,05/02/2006,100,decitabine,Dacogen,Otsuka Pharmaceutical Development,New Jersey,United States
albendazole,Albendazole,"For the treatment of systemic helminth infections: Neurocysticercosis, Echinococcosis.","Treatment of parenchymal neurocysticercosis due to active lesions caused by larval forms of the pork tapeworm, Taenia solium.",11/28/2011,06/11/1996,100,Albendazole,Albenza,"Impax Laboratories, LLC",New Jersey,United States
pentosan polysulfate sodium,Pentosan polysulfate sodium,For the relief of bladder pain or discomfort associated with interstitial cystitis.,Relief of bladder pain or discomfort associated with interstitial cystitis.,11/05/2010,09/26/1996,100,Pentosan polysulfate sodium,Elmiron,Alza Corporation,California,United States
bortezomib,bortezomib,For the treatment of patients with mantle cell lymphoma who have received at least one prior therapy.,Treatment of multiple myeloma patients who have received at least two prior therapies and have demonstrated disease progression on the last therapy,05/09/2007,05/13/2003,100,bortezomib,Velcade,"Takeda Pharmaceuticals U.S.A., Inc.",Massachusetts,United States
fludarabine,Fludarabine phosphate,"For additional indication; for the treatment of V-cell chronic lymphocytic leukaemia (CLL) in patients with sufficient bone marrow.","",01/04/2005,04/18/1991,100,Fludarabine phosphate,Fludara,"Berlex Laboratories, Inc.",California,United States
rifabutin,Rifabutin,"For treatment of pulmonary T.B only in patients co-infected with HIV. (It should never be used as a substitute to Rifampicin in T.B patients without HIV co-infection).","Prevention of disseminated Mycobacterium avium complex disease in patients with advanced HIV infections.",07/19/2007,12/23/1992,100,Rifabutin,Mycobutin,"Adria Laboratories, Inc.",Ohio,United States
etidronate disodium,Etidronate disodium,Hypercalcemia induced by various malignant disorders.,,10/03/1995,04/21/1987,100,Etidronate disodium,Didronel,"MGI Pharma, Inc.",Minnesota,United States
etanercept,etanercept,Reduction of signs & symptoms of moderate to severe active rheumatoid arthritis in patients who have had an inadequate response to one or more disease modifying antirheumatic drugs,"Reducing signs and symptoms of moderately to severely active polyarticular juvenile idiopathic arthritis (JIA) in patients ages 2 and older.",07/12/2001,05/27/1999,100,etanercept,Enbrel,Immunex Corporation,California,United States
rifaximin,rifaximin,"For reduction in risk of overt hepatic encephalopathy (HE) recurrence in patients ≥ 18 years of age.","Reduction in the risk of overt hepatic encephalopathy (HE) recurrence in patients greater than or equal to 18 years of age.",08/18/2011,03/24/2010,100,rifaximin,Xifaxan,"Salix Pharmaceuticals, Inc.",New Jersey,United States
gonadorelin,Gonadorelin acetate,"Control and induction procedure in cattle and pig reproduction. Therapy of ovarian infertility disorders or dysfunctions of the reproductive organs in cattle and horses.","",06/15/2016,10/10/1989,100,Gonadorelin acetate,Lutrepulse,"Ferring Laboratories, Inc.",New York,United States
bedaquiline,bedaquiline,"In adults (≥ 18 years), as part of combination therapy of pulmonary tuberculosis due to multi-drug resistant Mycobacterium tuberculosis when an effective treatment regimen cannot otherwise be provided.","Part of combination therapy in adults (greater than or equal to 18 years) with pulmonary multi-drug resistant tuberculosis (MDR-TB).",01/14/2015,12/28/2012,100,bedaquiline,SIRTURO,"Janssen Research & Development, LLC",New Jersey,United States
vemurafenib,vemurafenib,"For the treatment of patients with unresectable or metastatic melanoma with BRAFV600E mutation as detected by an FDA-approved test. Vemurafenib is not recommended for use in patients with wild-type BRAF melanoma.","Treatment of unresectable or metastatic melanoma with the BRAFV600E mutation as detected by an FDA-approved test.",10/19/2012,08/17/2011,100,vemurafenib,Zelboraf,"Hoffmann-La Roche, Inc.",New Jersey,United States
calcium + magnesium,Calcium acetate,"For the treatment of milk fever, hypocalcaemia tetanies and disorders of calcium metabolism in dairy cattle.",,09/16/2008,12/10/1990,100,Calcium acetate,Phos-Lo,Fresenius Medical Care North America,Massachusetts,United States
aprotinin,Aprotinin,"","",05/27/2005,12/29/1993,100,Aprotinin,Trasylol,Bayer Corporation,Connecticut,United States
glatiramer acetate,glatiramer acetate,"For the reduction of the frequency of relapses in patients with Relapsing-Remitting Multiple Sclerosis.","For reduction of the frequency of relapses in patients with relapsing-remitting multiple sclerosis.",03/06/2009,12/20/1996,100,glatiramer acetate,Copaxone,Teva Pharmaceuticals USA,Pennsylvania,United States
ribavirin,ribavirin,"Additional indication: 24 week treatment regimen in the subgroup of hepatitis-C (genotype-1) low viral load, patients, who are HCV RNA negative of 4 weeks treatment.","Treatment of chronic hepatitis C among previously untreated pediatric patients at least three years of age or older.",01/11/2006,07/29/2003,100,ribavirin,REBETOL,Schering Corporation,New Jersey,United States
nitazoxanide,nitazoxanide,"",Treatment of diarrhea caused by Cryptosporidium parvum and Giardia lamblia,03/17/2004,11/22/2002,100,nitazoxanide,Alinia,"Romark Laboratories, L.C.",Florida,United States
pemetrexed disodium,pemetrexed disodium,"In combination with cisplatin is indicated for the first line treatment of patients with locally advanced or metastatic non-small cell lung cancer other than predominantly squamous cell histology.","Treatment of patients with malignant pleural mesothelioma whose disease is either unresectable or who are otherwise not candidates for curative surgery.",08/10/2008,02/04/2004,100,pemetrexed disodium,Alimta,Eli Lilly and Company,Indiana,United States
octreotide,Octreotide,"","Supression of severe diarrhea and flushing associated with malignant carcinoid syndrome.",01/08/2005,11/25/1998,100,Octreotide,Sandostatin LAR,Novartis Pharmaceuticals Corporation,New Jersey,United States
amphotericin b,Liposomal amphotericin B,Febrile Neutropenia in cancer patients.,Treatment of visceral leishmaniasis.,07/18/2009,08/11/1997,100,Liposomal amphotericin B,AmBisome,"Fujisawa USA, Inc.",Illinois,United States
everolimus,everolimus,"Indication for the treatment of progressive neuroendocrine tumours of pancreatic origin (PNET) in patient with unresectable, locally advanced or metastatic disease.","Treatment of progressive neuroendocrine tumors of pancreatic origin (PNET) in patients with unresectable, locally advanced or metastatic disease.",12/21/2011,05/05/2011,100,everolimus,Afinitor,Novartis Pharmaceuticals Corp.,New Jersey,United States
ambrisentan,ambrisentan,"For the treatment of pulmonary arterial hypertension (WHO Group I) in patients with WHO class II or III symptoms to improve exercise capacity and delay clinical worsening.","Treatment of pulmonary arterial hypertension (WHO group I) in patients with WHO class II or III symptoms to improve exercise capacity and delay clinical worsening.",05/28/2010,06/15/2007,100,ambrisentan,Letairis,Gilead Colorado,Colorado,United States
tadalafil,tadalafil,"1. For the treatment of erectile dysfunction. 2. For the treatment of erectile dysfunction with benign prostatic hyperplasia.","Treatment of pulmonary arterial hypertension (WHO Group I) to improve exercise ability.",02/27/2013,05/22/2009,100,tadalafil,Adcirca,Eli Lilly and Company,Indiana,United States
midodrine hydrochloride,Midodrine HCl,"For the treatment of symptomatic orthostatic hypotension.",Treatment of symptomatic orthostatic hypotension.,02/09/2016,09/06/1996,100,Midodrine HCl,Amatine,"Takeda Development Center Americas, Inc.",Massachusetts,United States
exemestane,Exemestane,"Indicated for adjuvant treatment of Post Menopausal Women with estrogen receptor positive early breast cancer who have received two-three years of tamoxifen and are switched to exemestane for completion of total of five years of adjuvant hormonal therapy.","Treatment of advanced breast cancer in postmenopausal women whose disease has progressed following tamoxifen therapy.",08/29/2009,10/21/1999,100,Exemestane,Aromasin,Pharmacia & Upjohn,Michigan,United States
selegiline hydrochloride,Selegiline HCl,"Parkinsonism- Indicated in the treatment of Parkinson's disease.","",01/08/1991,06/05/1989,100,Selegiline HCl,Eldepryl,"Somerset Pharmaceuticals, Inc.",New Jersey,United States
somatropin,Somatropin,"Short stature due to inadequate or failed secretion of pituitary growth hormone.","Treatment of short stature in patients with Noonan syndrome.",03/31/2009,05/31/2007,100,Somatropin,Norditropin,Novo Nordisk Inc.,New Jersey,United States
carmustine,Gliadel,"1) In newly diagnosed high-grade malignant glioma patients as an adjunct to surgery and radiation. 2) In recurrent glioblastoma multiforme patients as an adjunct to surgery.",As an adjunct to surgery to prolong survival in patients with recurrent glioblastoma multiforme for whom surgical resection is indicated,01/31/2008,09/23/1996,95,polifeprosan 20 with carmustine,Gliadel,"Guilford Pharmaceuticals, Inc.",Maryland,United States
pyrazinamide,Rifater,"Anti-tuberculosis.",Short-course treatment of tuberculosis.,01/09/2064,05/31/1994,95,"Rifampin, isoniazid, pyrazinamide",Rifater,Hoechst Marion Roussel,Missouri,United States
armodafinil,Modafinil,"To improve wakefulness in patients with excessive sleepiness associated with treated obstructive sleep apnea (OSA), shift work sleep disorder (SWD) or narcolepsy.",Improve wakefulness in patients with excessive daytime sleepiness associated with narcolepsy.,04/23/2010,12/24/1998,90,Modafinil,Provigil,"Cephalon, Inc.",Pennsylvania,United States

