Drug_Name_CDSCO,Drug_Name_FDA,Indication_CDSCO,Indication_FDA,CDSCO_Approval_Date,FDA_Marketing_Approval_Date,Match_Score,FDA_Generic_Name,FDA_Trade_Name,FDA_Sponsor_Company,FDA_Sponsor_State,FDA_Sponsor_Country
imatinib mesylate,imatinib,1. For the Treatment of Adult Patients with newly Diagnosed Philadelphia Chromosome Positive Acute Lymphoblastic Leukaemia(Ph+ALL) integrated with chemotherapy 2. Treatment of Adult patients with relapsed or refractory Ph+ALL as monotherapy 3. Treatment oÞ¡,Pediatric patients with newly diagnosed Philadelphia chromosome-positive acute lymphoblastic leukemia (Ph+ ALL) in combination with chemotherapy,11/08/2011,01/25/2013,100.0,imatinib,Gleevec,Novartis Pharmaceuticals Corporation,New Jersey,United States
tinidazole,Tinidazole,,Treatment of intestinal amebiasis and amebic liver abcess caused by E. histolytica in both adults and pediatric patients older than three years of age. It is not indicated for the treatment of asymptomatic cyst passage.,01/12/1983,05/17/2004,100.0,Tinidazole,Tindamax,"Presutti Laboratories, Inc.",Illinois,United States
ibrutinib,ibrutinib,For the treatment of adult patients with:-mantle cell lymphoma (MCL) who have recieved at least one prior therapy.-Chronic Lymphocytic leukemia (CLL) who have recieved at least one prior therapy.- Chronic lymphocytic leukemia with 17p deletion.,Treatment of patients with Marginal Zone Lymphoma (MZL) who require systemic therapy and have received at least one prior anti-CD20-based therapy (indication withdrawn),07/10/2015,01/18/2017,100.0,ibrutinib,Imbruvica,"Pharmacyclics, LLC",California,United States
everolimus,everolimus,"Indication for the treatment of progressive neuroendocrine tumours of pancreatic origin (PNET) in patient with unrespectable, locally advanced or metastatic disease.","Treatment of progressive neuroendocrine tumors of pancreatic origin (PNET) in patients with unresectable, locally advanced or metastatic disease.",12/21/2011,05/05/2011,100.0,everolimus,Afinitor,Novartis Pharmaceuticals Corp.,New Jersey,United States
mebendazole,mebendazole,,treatment of patients one year of age and older withgastrointestinal infections caused by Ascaris lumbricoides (roundworm) and Trichuris trichiura (whipworm),01/12/1974,10/19/2016,100.0,mebendazole,VERMOX 500 mg chewable tablets,"Janssen Pharmaceutical Research & Development, LLC",New Jersey,United States
nilotinib,nilotinib,For the treatment of chronic and accelerated phase Philadelphia chromosome positive chronic myelogenous leukemia (CML) in adult patients resistant to or intolerant to prior therapy that included imatinib.,Treatment of pediatric patients greater than or equal to 1 year of age with chronic phase and accelerated phase Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML) with resistance or intolerance to prior tyrosine-kinase inhibitor (TKI) therapy,07/14/2010,09/23/2021,100.0,nilotinib,Tasigna,Novartis Pharmaceuticals Corporation,New Jersey,United States
gefitinib,gefitinib,"Indicated for the first line treatment of patients with locally advanced or metastatic non small cell lung cancer (NSLC) who have activating mutationof the EGFRTK"".",For the first-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test,12/18/2009,07/13/2015,100.0,gefitinib,Iressa,AstraZeneca Pharmaceuticals LP,Delaware,United States
nitazoxanide,nitazoxanide,,Treatment of diarrhea caused by Cryptosporidium parvum and Giardia lamblia,03/17/2004,11/22/2002,100.0,nitazoxanide,Alinia,"Romark Laboratories, L.C.",Florida,United States
metronidazole,Metronidazole (topical),,,07/19/1993,11/22/1988,100.0,Metronidazole (topical),Metrogel,"Galderma Laboratories, Inc.",Texas,United States
glatiramer acetate,glatiramer acetate,For the reduction of the frequency of relapses in patients with Relapsing-Remitting Multiple Sclerosis.,For reduction of the frequency of relapses in patients with relapsing-remitting multiple sclerosis.,03/06/2009,12/20/1996,100.0,glatiramer acetate,Copaxone,Teva Pharmaceuticals USA,Pennsylvania,United States
aprotinin,Aprotinin,,,05/27/2005,12/29/1993,100.0,Aprotinin,Trasylol,Bayer Corporation,Connecticut,United States
calcium + magnesium,Calcium acetate,"For the treatment of milk fever, hypocalcaemia tetanies and disorders of calcium metabolism in dairy cattle.",,09/16/2008,12/10/1990,100.0,Calcium acetate,Phos-Lo,Fresenius Medical Care North America,Massachusetts,United States
tadalafil,tadalafil,For the treatment of pulmonary arterial hypertension.,Treatment of pulmonary arterial hypertension (WHO Group I) to improve exercise ability,11/14/2009,05/22/2009,100.0,tadalafil,Adcirca,Eli Lilly and Company,Indiana,United States
vemurafenib,vemurafenib,For the treatment of patients with unresectable or metastatic melanoma with BRAFV600E mutation as detected by an FDA-approved test. Vemurafenib is not recommended for use in patients with wild-type BRAF melanoma.,Treatment of unresectable or metastatic melanoma with the BRAFV600E mutation as detected by an FDA-approved test.,10/19/2012,08/17/2011,100.0,vemurafenib,Zelboraf,"Hoffmann-La Roche, Inc.",New Jersey,United States
ambrisentan,ambrisentan,For the treatment of pulmonary arterial hypertension (WHO Group I) in patients with WHO class II or III symptoms to improve exercise capacity and delay clinical worsening.,Treatment of pulmonary arterial hypertension (WHO group I) in patients with WHO class II or III symptoms to improve exercise capacity and delay clinical worsening,05/28/2010,06/15/2007,100.0,ambrisentan,Letairis,Gilead Colorado,Colorado,United States
mesna,Mesna,Urotoxic agent- for prevention of urotoxic side effects associated with the treatment of malignant tumours by oxazaphosphorines.,,01/12/1981,12/30/1988,100.0,Mesna,Mesnex,Degussa Corporation,New Jersey,United States
fenfluramine hydrochloride,fenfluramine,,Treatment of seizures associated with Lennox-Gastaut syndrome (LGS) in patients 2 years of age and older,09/07/1993,03/25/2022,100.0,fenfluramine,Fintepla,"UCB, Inc.",Georgia,United States
leuprolide acetate,Leuprolide acetate,For children in central precocious puberty.,treatment of pediatric patients with central precocious puberty (CPP),10/08/2006,04/14/2023,100.0,Leuprolide acetate,Lupron Depot-Ped,AbbVie Endocrine Inc.,Illinois,United States
selegiline hydrochloride,Selegiline HCl,Parkinsonism- Indicated in the treatment of Parkinson's disease.,,01/08/1991,06/05/1989,100.0,Selegiline HCl,Eldepryl,"Somerset Pharmaceuticals, Inc.",New Jersey,United States
pyrazinamide,Rifater,Anti-tuberculosis.,Short-course treatment of tuberculosis.,01/09/2064,05/31/1994,100.0,"Rifampin, isoniazid, pyrazinamide",Rifater,Hoechst Marion Roussel,Missouri,United States
midodrine hydrochloride,Midodrine HCl,For the treatment of symptomatic orthostatic hypotension.,Treatment of symptomatic orthostatic hypotension.,02/09/2016,09/06/1996,100.0,Midodrine HCl,Amatine,"Takeda Development Center Americas, Inc.",Massachusetts,United States
octreotide,Octreotide,,Supression of severe diarrhea and flushing associated with malignant carcinoid syndrome.,01/08/2005,11/25/1998,100.0,Octreotide,Sandostatin LAR,Novartis Pharmaceuticals Corporation,New Jersey,United States
teriparatide,Teriparatide,For osteoporosis.,,03/26/2008,12/23/1987,100.0,Teriparatide,Parathar,"Rhone-Poulenc Rorer Pharmaceuticals, Inc.",Pennsylvania,United States
